Number	Words	First Letter	Last Letter	Length		Notes
65371	rääpiä	r	ä	6		
65372	rääpiäiset	r	t	10		
65373	rääppeet	r	t	8		
65374	rääppiä	r	ä	7		
65375	rääppiäiset	r	t	11		
65376	rääpäle	r	e	7		
65377	rääseikkö	r	ö	9		
65378	rääsy	r	y	5		
65379	rääsyinen	r	n	9		
65380	rääsyläinen	r	n	11		
65381	räätikkä	r	ä	8		
65382	räätäli	r	i	7		
65383	räätälinlihas	r	s	13		
65384	räätälinliike	r	e	13		
65385	räätälintyö	r	ö	11		
65386	räätälöidä	r	ä	10		
65387	räätälöinti	r	i	11		
65388	räävi	r	i	5		
65389	räävittömyys	r	s	12		
65390	räävittömästi	r	i	13		
65391	räävitön	r	n	8		
65392	rääväsuinen	r	n	11		
65393	rääväsuisesti	r	i	13		
65394	rääväsuisuus	r	s	12		
65395	rääväsuu	r	u	8		
65396	rääyntä	r	ä	7		
65397	rääyttää	r	ä	8		
65398	röh	r	h	3		
65399	röhinä	r	ä	6		
65400	röhistä	r	ä	7		
65401	röhkinä	r	ä	7		
65402	röhkiä	r	ä	6		
65403	röhkäistä	r	ä	9		
65404	röhkäisy	r	y	8		
65405	röhnöttää	r	ä	9		
65406	röhähdellä	r	ä	10		
65407	röhähdys	r	s	8		
65408	röhähtää	r	ä	8		
65409	röhönauru	r	u	9		
65410	röhöttää	r	ä	8		
65411	rökittää	r	ä	8		
65412	rökitys	r	s	7		
65413	rökkiin	r	n	7		
65414	rökkiinsä	r	ä	9		
65415	rökäletappio	r	o	12		
65416	rölli	r	i	5		
65417	römeys	r	s	6		
65418	römeä	r	ä	5		
65419	römeästi	r	i	8		
65420	römeä-ääninen	r	n	13		
65421	römäkkä	r	ä	7		
65422	rönsy	r	y	5		
65423	rönsyillä	r	ä	9		
65424	rönsyily	r	y	8		
65425	rönsyinen	r	n	9		
65426	rönsyleinikki	r	i	13		
65427	rönsylilja	r	a	10		
65428	rönsytaimi	r	i	10		
65429	rönsyvarsi	r	i	10		
65430	röntgen	r	n	7		
65431	röntgendiagnostiikka	r	a	20		
65432	röntgenfilmi	r	i	12		
65433	röntgenhoitaja	r	a	14		
65434	röntgenhoito	r	o	12		
65435	röntgenkone	r	e	11		
65436	röntgenkuva	r	a	11		
65437	röntgenkuvaus	r	s	13		
65438	röntgenlaite	r	e	12		
65439	röntgenlähde	r	e	12		
65440	röntgenlääkäri	r	i	14		
65441	röntgenologi	r	i	12		
65442	röntgenologia	r	a	13		
65443	röntgenologinen	r	n	15		
65444	röntgenosasto	r	o	13		
65445	röntgenputki	r	i	12		
65446	röntgensäde	r	e	11		
65447	röntgensäteily	r	y	14		
65448	röntgentarkastus	r	s	16		
65449	röntgentutkimus	r	s	15		
65450	röpelöinen	r	n	10		
65451	rösti	r	i	5		
65452	röstiperunat	r	t	12		
65453	rötiskä	r	ä	7		
65454	rötiskö	r	ö	7		
65455	rötkäle	r	e	7		
65456	rötköttää	r	ä	9		
65457	röttelö	r	ö	7		
65458	rötös	r	s	5		
65459	rötösherra	r	a	10		
65460	rötöstellä	r	ä	10		
65461	rötöstely	r	y	9		
65462	röyhelö	r	ö	7		
65463	röyhelöinen	r	n	11		
65464	röyhelökaulus	r	s	13		
65465	röyhelöpaita	r	a	12		
65466	röyhelöpusero	r	o	13		
65467	röyhistellä	r	ä	11		
65468	röyhistely	r	y	10		
65469	röyhistys	r	s	9		
65470	röyhistää	r	ä	9		
65471	röyhkeys	r	s	8		
65472	röyhkeä	r	ä	7		
65473	röyhkeästi	r	i	10		
65474	röyhtäillä	r	ä	10		
65475	röyhtäily	r	y	9		
65476	röyhtäistä	r	ä	10		
65477	röyhtäisy	r	y	9		
65478	röyhtäys	r	s	8		
65479	röyhtäyttää	r	ä	11		
65480	röyhtäytys	r	s	10		
65481	röyhy	r	y	5		
65482	röyhyinen	r	n	9		
65483	röyhykukinto	r	o	12		
65484	röyhytellä	r	ä	10		
65485	röyhyttää	r	ä	9		
65486	röyhytä	r	ä	7		
65487	röyhyvihvilä	r	ä	12		
65488	röyhähdys	r	s	9		
65489	röyhähtää	r	ä	9		
65490	röykkiö	r	ö	7		
65491	röykkiöittäin	r	n	13		
65492	röykyttää	r	ä	9		
65493	röykytys	r	s	8		
65494	rööki	r	i	5		
65495	rööri	r	i	5		
65496	sa	s	a	2		
65497	saada	s	a	5		
65498	saaga	s	a	5		
65499	saago	s	o	5		
65500	saagopalmu	s	u	10		
65501	šaahi	š	i	5		
65502	saaja	s	a	5		
65503	saakeli	s	i	7		
65504	saakelinmoinen	s	n	14		
65505	saakelisti	s	i	10		
65506	saakka	s	a	6		
65507	saakuri	s	i	7		
65508	saakuristi	s	i	10		
65509	saali	s	i	5		
65510	saaliinajo	s	o	10		
65511	saaliinhimo	s	o	11		
65512	saaliinhimoinen	s	n	15		
65513	saaliinjako	s	o	11		
65514	saalikaulus	s	s	11		
65515	saalinki	s	i	8		
65516	saalis	s	s	6		
65517	saaliseläin	s	n	11		
65518	saalistaa	s	a	9		
65519	saalistaja	s	a	10		
65520	saalistus	s	s	9		
65521	saalistusretki	s	i	14		
65522	saamamies	s	s	9		
65523	saamari	s	i	7		
65524	saamarinmoinen	s	n	14		
65525	saamaristi	s	i	10		
65526	saamaton	s	n	8		
65527	saamattomuus	s	s	12		
65528	saame	s	e	5		
65529	saamelainen	s	n	11		
65530	saamelaiskäräjät	s	t	16		
65531	saamelaisnainen	s	n	15		
65532	saamen kieli	s	i	12		
65533	saamenkielinen	s	n	14		
65534	saaminen	s	n	8		
65535	saanne	s	e	6		
65536	saanti	s	i	6		
65537	saanto	s	o	6		
65538	saantokelpoinen	s	n	15		
65539	saantokelpoisuus	s	s	16		
65540	saantokirja	s	a	11		
65541	saapas	s	s	6		
65542	saapashousut	s	t	12		
65543	saapasjalkainen	s	n	15		
65544	saapasmaa	s	a	9		
65545	saapaspari	s	i	10		
65546	saapasrasva	s	a	11		
65547	saapasrenki	s	i	11		
65548	saapastella	s	a	11		
65549	saapasvarsi	s	i	11		
65550	saapikas	s	s	8		
65551	saappaanheitto	s	o	14		
65552	saappaankanta	s	a	13		
65553	saappaankorko	s	o	13		
65554	saappaannuolija	s	a	15		
65555	saappaanvarsi	s	i	13		
65556	saapua	s	a	6		
65557	saapumisaika	s	a	12		
65558	saapumiserä	s	ä	11		
65559	saapumisilmoitus	s	s	16		
65560	saapumispäivä	s	ä	13		
65561	saapumisvelvollisuus	s	s	20		
65562	saapuvilla	s	a	10		
65563	saapuville	s	e	10		
65564	saarekas	s	s	8		
65565	saareke	s	e	7		
65566	saarelainen	s	n	11		
65567	saarelma	s	a	8		
65568	saari	s	i	5		
65569	saarinen	s	n	8		
65570	saaririkas	s	s	10		
65571	saariryhmä	s	ä	10		
65572	saaristo	s	o	8		
65573	saaristoalus	s	s	12		
65574	saaristoinen	s	n	12		
65575	saaristolainen	s	n	14		
65576	saaristolaiskulttuuri	s	i	21		
65577	saaristolaisleipä	s	ä	17		
65578	saaristolaiva	s	a	13		
65579	saaristolaivuri	s	i	15		
65580	saaristoliikenne	s	e	16		
65581	saaristopuhelin	s	n	15		
65582	saaristoristeily	s	y	16		
65583	saarivaltakunta	s	a	15		
65584	saarivaltio	s	o	11		
65585	saarna	s	a	6		
65586	saarnaaja	s	a	9		
65587	saarnaajaveli	s	i	13		
65588	saarnakirja	s	a	11		
65589	saarnalupa	s	a	10		
65590	saarnalupatutkinto	s	o	18		
65591	saarnamatka	s	a	11		
65592	saarnamies	s	s	10		
65593	saarnanuotti	s	i	12		
65594	saarnapönttö	s	ö	12		
65595	saarnastuoli	s	i	12		
65596	saarnata	s	a	8		
65597	saarnateksti	s	i	12		
65598	saarnatuoli	s	i	11		
65599	saarnavirsi	s	i	11		
65600	saarni	s	i	6		
65601	saarros	s	s	7		
65602	saarrostaa	s	a	10		
65603	saarrostus	s	s	10		
65604	saarrostushyökkäys	s	s	18		
65605	saarrostustaistelu	s	u	18		
65606	saartaa	s	a	7		
65607	saarto	s	o	6		
65608	saartoketju	s	u	11		
65609	saartoliike	s	e	11		
65610	saartorengas	s	s	12		
65611	saasta	s	a	6		
65612	saastainen	s	n	10		
65613	saastaisuus	s	s	11		
65614	saastata	s	a	8		
65615	saastaton	s	n	9		
65616	saaste	s	e	6		
65617	saastealue	s	e	10		
65618	saasteeton	s	n	10		
65619	saasteettomuus	s	s	14		
65620	saasteinen	s	n	10		
65621	saasteisuus	s	s	11		
65622	saastekertymä	s	ä	13		
65623	saastekuormitus	s	s	15		
65624	saastelaskeuma	s	a	14		
65625	saasteongelma	s	a	13		
65626	saastepilvi	s	i	11		
65627	saastepäästö	s	ö	12		
65628	saastua	s	a	7		
65629	saastuke	s	e	8		
65630	saastuma	s	a	8		
65631	saastunta	s	a	9		
65632	saastute	s	e	8		
65633	saastuttaa	s	a	10		
65634	saastuttaja	s	a	11		
65635	saastutus	s	s	9		
65636	saatana	s	a	7		
65637	saatanallinen	s	n	13		
65638	saatananmoinen	s	n	14		
65639	saatananpalvoja	s	a	15		
65640	saatananpalvonta	s	a	16		
65641	saatanasti	s	i	10		
65642	saatava	s	a	7		
65643	saatavana	s	a	9		
65644	saatavilla	s	a	10		
65645	saataville	s	e	10		
65646	saatavilta	s	a	10		
65647	saatavissa	s	a	10		
65648	saatavuus	s	s	9		
65649	saate	s	e	5		
65650	saatekirje	s	e	10		
65651	saatella	s	a	8		
65652	saatesanat	s	t	10		
65653	saati	s	i	5		
65654	saatikka	s	a	8		
65655	saatille	s	e	8		
65656	saattaa	s	a	7		
65657	saattaja	s	a	8		
65658	saattaja-alus	s	s	13		
65659	saattelija	s	a	10		
65660	saattelu	s	u	8		
65661	saatto	s	o	6		
65662	saattohartaus	s	s	13		
65663	saattohoitaja	s	a	13		
65664	saattohoito	s	o	11		
65665	saattohuone	s	e	11		
65666	saattojoukko	s	o	12		
65667	saattokoti	s	i	10		
65668	saattoliike	s	e	11		
65669	saattoväki	s	i	10		
65670	saattue	s	e	7		
65671	saavi	s	i	5		
65672	saavillinen	s	n	11		
65673	saavutettavuus	s	s	14		
65674	saavuttaa	s	a	9		
65675	saavuttamaton	s	n	13		
65676	saavuttamattomiin	s	n	17		
65677	saavuttamattomissa	s	a	18		
65678	saavutus	s	s	8		
65679	sabatti	s	i	7		
65680	sabloni	s	i	7		
65681	sabluuna	s	a	8		
65682	sabotaasi	s	i	9		
65683	sabotaasiteko	s	o	13		
65684	sabotaasitoiminta	s	a	17		
65685	sabotoida	s	a	9		
65686	sabotoija	s	a	9		
65687	sabotointi	s	i	10		
65688	sabotööri	s	i	9		
65689	sabra	s	a	5		
65690	sacherkakku	s	u	11		
65691	sacherleivos	s	s	12		
65692	sadannes	s	s	8		
65693	sadanpäämies	s	s	12		
65694	sadanta	s	a	7		
65695	sadas	s	s	5		
65696	sadasosa	s	a	8		
65697	sadasosasekunti	s	i	15		
65698	sadasti	s	i	7		
65699	sadatella	s	a	9		
65700	sadattelu	s	u	9		
65701	sadatus	s	s	7		
65702	saddukeus	s	s	9		
65703	sade	s	e	4		
65704	sadeaika	s	a	8		
65705	sadealue	s	e	8		
65706	sadeasu	s	u	7		
65707	sadehattu	s	u	9		
65708	sadehuppu	s	u	9		
65709	sadeilma	s	a	8		
65710	sadejakso	s	o	9		
65711	sadekatos	s	s	9		
65712	sadekaulus	s	s	10		
65713	sadekausi	s	i	9		
65714	sadekuuro	s	o	9		
65715	sadella	s	a	7		
65716	sademetsä	s	ä	9		
65717	sademittari	s	i	11		
65718	sademäärä	s	ä	9		
65719	sadepilvi	s	i	9		
65720	sadepisara	s	a	10		
65721	sadepäivä	s	ä	9		
65722	saderyöppy	s	y	10		
65723	sadesää	s	ä	7		
65724	sadetakki	s	i	9		
65725	sadetin	s	n	7		
65726	sadettaa	s	a	8		
65727	sadettaja	s	a	9		
65728	sadetus	s	s	7		
65729	sadetuskastelu	s	u	14		
65730	sadetuslaite	s	e	12		
65731	sadevaate	s	e	9		
65732	sadevesi	s	i	8		
65733	sadevesikaivo	s	o	13		
65734	sadevesikouru	s	u	13		
65735	sadevesisäiliö	s	ö	14		
65736	sadeviitta	s	a	10		
65737	sadin	s	n	5		
65738	sadismi	s	i	7		
65739	sadisti	s	i	7		
65740	sadistinen	s	n	10		
65741	sadistisesti	s	i	12		
65742	sadistisuus	s	s	11		
65743	sadoittain	s	n	10		
65744	sadomasokismi	s	i	13		
65745	sadomasokistinen	s	n	16		
65746	sadonkorjuu	s	u	11		
65747	sadonkorjuuaika	s	a	15		
65748	sadonkorjuutyö	s	ö	14		
65749	sadunhohteinen	s	n	14		
65750	sadunhohtoinen	s	n	14		
65751	sadunkertoja	s	a	12		
65752	sadunomainen	s	n	12		
65753	sadunomaisesti	s	i	14		
65754	sadunomaisuus	s	s	13		
65755	sadusto	s	o	7		
65756	saeta	s	a	5		
65757	safari	s	i	6		
65758	safarijakku	s	u	11		
65759	safaripuisto	s	o	12		
65760	safaripuku	s	u	10		
65761	safaripusero	s	o	12		
65762	safarituoli	s	i	11		
65763	safiiri	s	i	7		
65764	safiirinsininen	s	n	15		
65765	safiirisormus	s	s	13		
65766	safka	s	a	5		
65767	safkata	s	a	7		
65768	safkis	s	s	6		
65769	saflori	s	i	7		
65770	safloriöljy	s	y	11		
65771	saframi	s	i	7		
65772	saha	s	a	4		
65773	sahaaja	s	a	7		
65774	sahajauho	s	o	9		
65775	sahalaitainen	s	n	13		
65776	sahalaitos	s	s	10		
65777	sahamainen	s	n	10		
65778	sahanhammas	s	s	11		
65779	sahanpuru	s	u	9		
65780	sahanterä	s	ä	9		
65781	sahanteräkuvio	s	o	14		
65782	sahapintainen	s	n	13		
65783	sahapistiäinen	s	n	14		
65784	sahapukki	s	i	9		
65785	sahapuu	s	u	7		
65786	sahata	s	a	6		
65787	sahatavara	s	a	10		
65788	sahateollisuus	s	s	14		
65789	sahateräinen	s	n	12		
65790	sahatukki	s	i	9		
65791	sahatyöntekijä	s	ä	14		
65792	sahaus	s	s	6		
65793	sahausjäte	s	e	10		
65794	sahauttaa	s	a	9		
65795	sahautua	s	a	8		
65796	sahra	s	a	5		
65797	sahrami	s	i	7		
65798	sahti	s	i	5		
65799	sahuri	s	i	6		
65800	sahuu	s	u	5		
65801	sahuuttaa	s	a	9		
65802	saidasti	s	i	8		
65803	saikka	s	a	6		
65804	saimaanhylje	s	e	12		
65805	saimaannorppa	s	a	13		
65806	saintpaulia	s	a	11		
65807	saippo	s	o	6		
65808	saippua	s	a	7		
65809	saippuainen	s	n	11		
65810	saippuakotelo	s	o	13		
65811	saippuakupla	s	a	12		
65812	saippualiuos	s	s	12		
65813	saippuanpala	s	a	12		
65814	saippuaooppera	s	a	14		
65815	saippuapala	s	a	11		
65816	saippuapesu	s	u	11		
65817	saippuapohjainen	s	n	16		
65818	saippuasarja	s	a	12		
65819	saippuavaahto	s	o	13		
65820	saippuavesi	s	i	11		
65821	saippuoida	s	a	10		
65822	saippuoittaa	s	a	12		
65823	saippuoitua	s	a	11		
65824	sairaala	s	a	8		
65825	sairaala-apulainen	s	n	18		
65826	sairaalafarmaseutti	s	i	19		
65827	sairaalafyysikko	s	o	16		
65828	sairaalahartaus	s	s	15		
65829	sairaalahenkilökunta	s	a	20		
65830	sairaalahenkilöstö	s	ö	18		
65831	sairaalahoito	s	o	13		
65832	sairaalainfektio	s	o	16		
65833	sairaalajäte	s	e	12		
65834	sairaalakemisti	s	i	15		
65835	sairaalalääkäri	s	i	15		
65836	sairaalamaksu	s	u	13		
65837	sairaalapaikka	s	a	14		
65838	sairaalapappi	s	i	13		
65839	sairaalapotilas	s	s	15		
65840	sairaalapöpö	s	ö	12		
65841	sairaalarakennus	s	s	16		
65842	sairaalaruoka	s	a	13		
65843	sairaalasielunhoitaja	s	a	21		
65844	sairaalasielunhoito	s	o	19		
65845	sairaalateologi	s	i	15		
65846	sairaalloinen	s	n	13		
65847	sairaalloisesti	s	i	15		
65848	sairaalloisuus	s	s	14		
65849	sairaanhoidollinen	s	n	18		
65850	sairaanhoitaja	s	a	14		
65851	sairaanhoitajatar	s	r	17		
65852	sairaanhoito	s	o	12		
65853	sairaankuljetus	s	s	15		
65854	sairaankuljetusauto	s	o	19		
65855	sairaankuljetuslento	s	o	20		
65856	sairaankuljetuslentokone	s	e	24		
65857	sairaansija	s	a	11		
65858	sairaanvoitelu	s	u	14		
65859	sairaasti	s	i	9		
65860	sairas	s	s	6		
65861	sairasauto	s	o	10		
65862	sairaseläke	s	e	11		
65863	sairaskertomus	s	s	14		
65864	sairaskohtaus	s	s	13		
65865	sairaskäynti	s	i	12		
65866	sairaslista	s	a	11		
65867	sairasloma	s	a	10		
65868	sairasosasto	s	o	12		
65869	sairastaa	s	a	9		
65870	sairastapaus	s	s	12		
65871	sairastavuus	s	s	12		
65872	sairastella	s	a	11		
65873	sairastelu	s	u	10		
65874	sairastua	s	a	9		
65875	sairastuttaa	s	a	12		
65876	sairastuvuus	s	s	12		
65877	sairasvakuutus	s	s	14		
65878	sairasvuode	s	e	11		
65879	sairaus	s	s	7		
65880	sairausaika	s	a	11		
65881	sairauseläke	s	e	12		
65882	sairauskertomus	s	s	15		
65883	sairauskohtaus	s	s	14		
65884	sairauskulut	s	t	12		
65885	sairauskustannukset	s	t	19		
65886	sairausloma	s	a	11		
65887	sairauspoissaolo	s	o	16		
65888	sairauspäivä	s	ä	12		
65889	sairauspäiväraha	s	a	16		
65890	sairaustapaus	s	s	13		
65891	sairaustila	s	a	11		
65892	sairausvakuutus	s	s	15		
65893	sairausvakuutuskortti	s	i	21		
65894	sairausvakuutuskorvaus	s	s	22		
65895	sairausvakuutusmaksu	s	u	20		
65896	sairausvakuutustoimisto	s	o	23		
65897	saita	s	a	5		
65898	saituri	s	i	7		
65899	saituus	s	s	7		
65900	saivar	s	r	6		
65901	saivare	s	e	7		
65902	saivarrella	s	a	11		
65903	saivartaja	s	a	10		
65904	saivartelija	s	a	12		
65905	saivartelu	s	u	10		
65906	saju	s	u	4		
65907	sakaali	s	i	7		
65908	sakara	s	a	6		
65909	sakarainen	s	n	10		
65910	sakariini	s	i	9		
65911	sakaristo	s	o	9		
65912	sakasti	s	i	7		
65913	sakata	s	a	6		
65914	šakata	š	a	6		
65915	sake	s	e	4		
65916	sakea	s	a	5		
65917	sakemanni	s	i	9		
65918	saketti	s	i	7		
65919	sakeute	s	e	7		
65920	sakeuttaa	s	a	9		
65921	sakeutua	s	a	8		
65922	sakeutus	s	s	8		
65923	sakinhivutus	s	s	12		
65924	sakka	s	a	5		
65925	sakkaantua	s	a	10		
65926	sakkaridi	s	i	9		
65927	sakkariini	s	i	10		
65928	sakkaroosi	s	i	10		
65929	sakkauma	s	a	8		
65930	sakkaus	s	s	7		
65931	šakkaus	š	s	7		
65932	sakkauttaa	s	a	10		
65933	sakkautua	s	a	9		
65934	sakkautuma	s	a	10		
65935	sakkautus	s	s	9		
65936	sakkeli	s	i	7		
65937	sakki	s	i	5		
65938	šakki	š	i	5		
65939	šakkikello	š	o	10		
65940	šakkikerho	š	o	10		
65941	šakkilauta	š	a	10		
65942	šakkinappula	š	a	12		
65943	šakkipeli	š	i	9		
65944	šakkiruutuinen	š	n	14		
65945	šakkitehtävä	š	ä	12		
65946	sakko	s	o	5		
65947	sakkokierros	s	s	12		
65948	sakkokorko	s	o	10		
65949	sakkolappu	s	u	10		
65950	sakkominuutti	s	i	13		
65951	sakkorangaistus	s	s	15		
65952	sakkotuomio	s	o	11		
65953	sakkovanki	s	i	10		
65954	sakokaivo	s	o	9		
65955	sakoluku	s	u	8		
65956	sakonsovittaja	s	a	14		
65957	sakottaa	s	a	8		
65958	sakotus	s	s	7		
65959	sakoutua	s	a	8		
65960	sakraalinen	s	n	11		
65961	sakraalitaide	s	e	13		
65962	sakramentti	s	i	11		
65963	saksa	s	a	5		
65964	saksalainen	s	n	11		
65965	saksanhirvi	s	i	11		
65966	saksan kieli	s	i	12		
65967	saksankielinen	s	n	14		
65968	saksankumina	s	a	12		
65969	saksankuusi	s	i	11		
65970	saksannos	s	s	9		
65971	saksanpaimenkoira	s	a	17		
65972	saksanpolkka	s	a	12		
65973	saksanpähkinä	s	ä	13		
65974	saksanseisoja	s	a	13		
65975	saksansämpylä	s	ä	13		
65976	saksantaa	s	a	9		
65977	saksata	s	a	7		
65978	saksaus	s	s	7		
65979	sakset	s	t	6		
65980	saksia	s	a	6		
65981	saksiniekka	s	a	11		
65982	saksinousu	s	u	10		
65983	saksipotku	s	u	10		
65984	saksmanni	s	i	9		
65985	saksofoni	s	i	9		
65986	saksofonisti	s	i	12		
65987	saku	s	u	4		
65988	sakuska	s	a	7		
65989	sala	s	a	4		
65990	sala-	s	-	5		
65991	salaa	s	a	5		
65992	sala-ammattilainen	s	n	18		
65993	sala-ammattilaisuus	s	s	19		
65994	sala-ampuja	s	a	11		
65995	salaan	s	n	6		
65996	salaatinkastike	s	e	15		
65997	salaatinkerä	s	ä	12		
65998	salaatinlehti	s	i	13		
65999	salaatinotin	s	n	12		
66000	salaatti	s	i	8		
66001	salaattiannos	s	s	13		
66002	salaattifenkoli	s	i	15		
66003	salaattikaali	s	i	13		
66004	salaattikastike	s	e	15		
66005	salaattikasvi	s	i	13		
66006	salaattikiinankaali	s	i	19		
66007	salaattikulho	s	o	13		
66008	salaattilautanen	s	n	16		
66009	salaattilinko	s	o	13		
66010	salaattimauste	s	e	14		
66011	salaattisikuri	s	i	14		
66012	salahanke	s	e	9		
66013	salailla	s	a	8		
66014	salailu	s	u	7		
66015	salainen	s	n	8		
66016	salaisesti	s	i	10		
66017	salaismenot	s	t	11		
66018	salaisuus	s	s	9		
66019	salaiva	s	a	7		
66020	salajuoni	s	i	9		
66021	salajuoppo	s	o	10		
66022	salajärjestö	s	ö	12		
66023	salakaato	s	o	9		
66024	salakalastus	s	s	12		
66025	salakari	s	i	8		
66026	salakatselu	s	u	11		
66027	salakatsoja	s	a	11		
66028	salakauppa	s	a	10		
66029	salakavala	s	a	10		
66030	salakavalasti	s	i	13		
66031	salakavaluus	s	s	12		
66032	salakieli	s	i	9		
66033	salakielinen	s	n	12		
66034	salakielisanoma	s	a	15		
66035	salakihlaus	s	s	11		
66036	salakihloihin	s	n	13		
66037	salakihloissa	s	a	13		
66038	salakirjoitus	s	s	13		
66039	salakirjoitusavain	s	n	18		
66040	salakirjoitussanoma	s	a	19		
66041	salakka	s	a	7		
66042	salakuljettaa	s	a	13		
66043	salakuljettaja	s	a	14		
66044	salakuljetus	s	s	12		
66045	salakuljetustavara	s	a	18		
66046	salakuoppa	s	a	10		
66047	salakuunnella	s	a	13		
66048	salakuuntelija	s	a	14		
66049	salakuuntelu	s	u	12		
66050	salakyttä	s	ä	9		
66051	salakähmäinen	s	n	13		
66052	salakähmäisesti	s	i	15		
66053	salakähmäisyys	s	s	14		
66054	salakätkö	s	ö	9		
66055	salakäytävä	s	ä	11		
66056	salaliitto	s	o	10		
66057	salaliittolainen	s	n	16		
66058	salalokero	s	o	10		
66059	salaluukku	s	u	10		
66060	salama	s	a	6		
66061	salamahyökkäys	s	s	14		
66062	salamalaite	s	e	11		
66063	salamalevy	s	y	10		
66064	salamanisku	s	u	11		
66065	salamanleimahdus	s	s	16		
66066	salamanleimaus	s	s	14		
66067	salamannopea	s	a	12		
66068	salamannopeasti	s	i	15		
66069	salamanteri	s	i	11		
66070	salamapallo	s	o	11		
66071	salamasota	s	a	10		
66072	salamatkustaja	s	a	14		
66073	salamavalo	s	o	10		
66074	salamavalolaite	s	e	15		
66075	salamavauhti	s	i	12		
66076	salamenot	s	t	9		
66077	salametsästys	s	s	13		
66078	salametsästäjä	s	ä	14		
66079	salami	s	i	6		
66080	salamoida	s	a	9		
66081	salamointi	s	i	10		
66082	salamurha	s	a	9		
66083	salamurhaaja	s	a	12		
66084	salamyhkäinen	s	n	13		
66085	salamyhkäisesti	s	i	15		
66086	salamyhkäisyys	s	s	14		
66087	salanimi	s	i	8		
66088	salaoja	s	a	7		
66089	salaojaputki	s	i	12		
66090	salaojittaa	s	a	11		
66091	salaojitus	s	s	10		
66092	salaoppi	s	i	8		
66093	salaovi	s	i	7		
66094	salaperäinen	s	n	12		
66095	salaperäisesti	s	i	14		
66096	salaperäisyys	s	s	13		
66097	salapoliisi	s	i	11		
66098	salapoliisiromaani	s	i	18		
66099	salapolttaja	s	a	12		
66100	salapolttimo	s	o	12		
66101	salapoltto	s	o	10		
66102	salasana	s	a	8		
66103	salasanoma	s	a	10		
66104	salaseura	s	a	9		
66105	salassa	s	a	7		
66106	salassapito	s	o	11		
66107	salassapitoaika	s	a	15		
66108	salassapito-oikeus	s	s	18		
66109	salassapitovelvollisuus	s	s	23		
66110	salata	s	a	6		
66111	salatiede	s	e	9		
66112	salaus	s	s	6		
66113	salava	s	a	6		
66114	salavihkaa	s	a	10		
66115	salavihkainen	s	n	13		
66116	salavihkaisesti	s	i	15		
66117	salavihkaisuus	s	s	14		
66118	salavuoteus	s	s	11		
66119	saldo	s	o	5		
66120	saletti	s	i	7		
66121	sali	s	i	4		
66122	salibandy	s	y	9		
66123	salikokki	s	i	9		
66124	salintäyteinen	s	n	14		
66125	salisylaatti	s	i	12		
66126	salisyylihappo	s	o	14		
66127	saliuskottava	s	a	13		
66128	salivalvoja	s	a	11		
66129	salkku	s	u	6		
66130	salkkujako	s	o	10		
66131	salkkumikro	s	o	11		
66132	salko	s	o	5		
66133	salkopallo	s	o	10		
66134	salkopapu	s	u	9		
66135	salkoruusu	s	u	10		
66136	salkotennis	s	s	11		
66137	salkuton	s	n	8		
66138	sallia	s	a	6		
66139	sallimus	s	s	8		
66140	sallimususko	s	o	12		
66141	sallittu	s	u	8		
66142	salliva	s	a	7		
66143	sallivasti	s	i	10		
66144	sallivuus	s	s	9		
66145	salmeke	s	e	7		
66146	salmensuu	s	u	9		
66147	salmi	s	i	5		
66148	salmiakki	s	i	9		
66149	salmiakkilakritsi	s	i	17		
66150	salmiakkimakeinen	s	n	17		
66151	salmiakkipastilli	s	i	17		
66152	salmonella	s	a	10		
66153	salmonellabakteeri	s	i	18		
66154	salmonellaepidemia	s	a	18		
66155	salmonelloosi	s	i	13		
66156	salo	s	o	4		
66157	salokylä	s	ä	8		
66158	salomaa	s	a	7		
66159	salomonintuomio	s	o	15		
66160	salomontuomio	s	o	13		
66161	salon	s	n	5		
66162	salonki	s	i	7		
66163	salonkikelpoinen	s	n	16		
66164	salonkikelpoisesti	s	i	18		
66165	salonkikelpoisuus	s	s	17		
66166	salonkileijona	s	a	14		
66167	salonkimusiikki	s	i	15		
66168	salonkiorkesteri	s	i	16		
66169	salonkivaunu	s	u	12		
66170	salonkiyhtye	s	e	12		
66171	saloseutu	s	u	9		
66172	salottisipuli	s	i	13		
66173	salpa	s	a	5		
66174	salpaaja	s	a	8		
66175	salpaantua	s	a	10		
66176	salpahaka	s	a	9		
66177	salpalaite	s	e	10		
66178	salparauta	s	a	10		
66179	salpauma	s	a	8		
66180	salpaus	s	s	7		
66181	salpautua	s	a	9		
66182	salpautuma	s	a	10		
66183	salpietari	s	i	10		
66184	salsa	s	a	5		
66185	salskea	s	a	7		
66186	saluki	s	i	6		
66187	salusiini	s	i	9		
66188	saluuna	s	a	7		
66189	salva	s	a	5		
66190	salvaa	s	a	6		
66191	salvain	s	n	7		
66192	salvata	s	a	7		
66193	salvia	s	a	6		
66194	salvoa	s	a	6		
66195	salvoin	s	n	7		
66196	salvokukko	s	o	10		
66197	salvos	s	s	6		
66198	salvukukko	s	o	10		
66199	sama	s	a	4		
66200	sama-	s	-	5		
66201	samaani	s	i	7		
66202	šamaani	š	i	7		
66203	samaanne	s	e	8		
66204	samainen	s	n	8		
66205	samaistaa	s	a	9		
66206	samaistua	s	a	9		
66207	samakantainen	s	n	13		
